Type,Date,Num,Name,Item,Description,Sales Tax Code,Qty,Amount,Product Category,Rep,PONumber,Memo,QBTxnID
Invoice,2021-03-31,,ZEOS SOLUTIONS,Item,Opening balance,Taxable Sales,1,183450.00,,,,Opening balance,16C-1617705667
Invoice,2021-03-31,,VS Information Systems (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,172-1617705668
Invoice,2021-03-31,,Techtron Integrated Solutions (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,588500.00,,,,Opening balance,175-1617705668
Invoice,2021-03-31,,Tallees Advertising (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,5000.00,,,,Opening balance,178-1617705669
Invoice,2021-03-31,,Supervision Technology (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,336000.00,,,,Opening balance,17E-1617705670
Invoice,2021-03-31,,Sumathi Information Technology (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,154725.00,,,,Opening balance,181-1617705670
Invoice,2021-03-31,,Studio Pro-Eye,Item,Opening balance,Taxable Sales,1,2000.00,,,,Opening balance,187-1617705671
Invoice,2021-03-31,,STATEMAN HATS (Pvt) LTD.,Item,Opening balance,Taxable Sales,1,559947.00,,,,Opening balance,18D-1617705671
Invoice,2021-03-31,,Softlogic Information Technologies (Pvt),Item,Opening balance,Taxable Sales,1,29900.00,,,,Opening balance,193-1617705672
Invoice,2021-03-31,,SMS Marketing (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,196-1617705672
Invoice,2021-03-31,,SkyNet Solutions & Co,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,199-1617705672
Invoice,2021-03-31,,Silvacos (pvt) Ltd,Item,Opening balance,Taxable Sales,1,416000.00,,,,Opening balance,19C-1617705672
Invoice,2021-03-31,,Share Colombo Services,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,19F-1617705673
Invoice,2021-03-31,,Satecro Technologies,Item,Opening balance,Taxable Sales,1,196000.00,,,,Opening balance,1A2-1617705673
Invoice,2021-03-31,,Richard Pieris Finance LTD,Item,Opening balance,Taxable Sales,1,116600.00,,,,Opening balance,1A5-1617705673
Invoice,2021-03-31,,Rapidventure (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,33100.00,,,,Opening balance,1A8-1617705673
Invoice,2021-03-31,,POWER HOUSE (PVT) LTD,Item,Opening balance,Taxable Sales,1,389920.00,,,,Opening balance,1AB-1617705674
Invoice,2021-03-31,,Phoenix Ogilvy (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,223480.00,,,,Opening balance,1AE-1617705674
Invoice,2021-03-31,,Paan Paan,Item,Opening balance,Taxable Sales,1,58000.00,,,,Opening balance,1B1-1617705674
Invoice,2021-03-31,,Novaco Security Services,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,1B4-1617705675
Invoice,2021-03-31,,Mrs. Aqeela Aboo (Paan Paan),Item,Opening balance,Taxable Sales,1,18000.00,,,,Opening balance,1BA-1617705676
Invoice,2021-03-31,,Mr. Nalim,Item,Opening balance,Taxable Sales,1,10000.00,,,,Opening balance,1BD-1617705677
Invoice,2021-03-31,,Maharaja Entertainments (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,69000.00,,,,Opening balance,1C0-1617705677
Invoice,2021-03-31,,MACSON MESH,Item,Opening balance,Taxable Sales,1,32300.00,,,,Opening balance,1C3-1617705678
Invoice,2021-03-31,,LANKA MOUNT CASTLE (PVT) LTD,Item,Opening balance,Taxable Sales,1,158341.50,,,,Opening balance,1CC-1617705679
Invoice,2021-03-31,,LANKA COMMODITY BROKERS LTD,Item,Opening balance,Taxable Sales,1,63640.00,,,,Opening balance,1CF-1617705679
Invoice,2021-03-31,,KTeK Networks (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,555400.00,,,,Opening balance,1D2-1617705679
Invoice,2021-03-31,,Kandy General Hospital,Item,Opening balance,Taxable Sales,1,885000.00,,,,Opening balance,1D5-1617705680
Invoice,2021-03-31,,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Item,Opening balance,Taxable Sales,1,287777.13,,,,Opening balance,1D8-1617705680
Invoice,2021-03-31,,JAY JAY MILLS LANKA (PVT) LTD,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,1DE-1617705680
Invoice,2021-03-31,,Information Technologies & Enterprise Sol,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,1E1-1617705681
Invoice,2021-03-31,,ICC Inernational Construction Consortium,Item,Opening balance,Taxable Sales,1,70050.00,,,,Opening balance,1E4-1617705681
Invoice,2021-03-31,,I U C N,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,1E7-1617705682
Invoice,2021-03-31,,Hiran Wickramanayake,Item,Opening balance,Taxable Sales,1,1725.00,,,,Opening balance,1EA-1617705682
Invoice,2021-03-31,,Haat Holdings (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,230950.00,,,,Opening balance,1ED-1617705682
Invoice,2021-03-31,,Fazaal Ceramics,Item,Opening balance,Taxable Sales,1,298000.00,,,,Opening balance,1F0-1617705683
Invoice,2021-03-31,,Excello Developers (PVT) Ltd,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,1F3-1617705683
Invoice,2021-03-31,,Elegant Knitting International,Item,Opening balance,Taxable Sales,1,645750.00,,,,Opening balance,1F6-1617705684
Invoice,2021-03-31,,Electro Net,Item,Opening balance,Taxable Sales,1,110030.00,,,,Opening balance,1F9-1617705684
Invoice,2021-03-31,,Denipitiya Studio,Item,Opening balance,Taxable Sales,1,170000.00,,,,Opening balance,1FC-1617705685
Invoice,2021-03-31,,CHINT Energy (Pvt) ltd,Item,Opening balance,Taxable Sales,1,302446.00,,,,Opening balance,205-1617705686
Invoice,2021-03-31,,CEB - Distribution Division 01,Item,Opening balance,Taxable Sales,1,21300.00,,,,Opening balance,208-1617705686
Invoice,2021-03-31,,BlueChip Technical Services(Pvt)Ltd,Item,Opening balance,Taxable Sales,1,676910.00,,,,Opening balance,20B-1617705687
Invoice,2021-03-31,,Barclays Computers (Pvt) Ltd,Item,Opening balance,Taxable Sales,1,68000.00,,,,Opening balance,20E-1617705687
Invoice,2021-03-31,,Avian,Item,Opening balance,Taxable Sales,1,730015.00,,,,Opening balance,211-1617705687
Invoice,2021-03-31,,Asiri,Item,Opening balance,Taxable Sales,1,0.00,,,,Opening balance,214-1617705689
Invoice,2021-03-31,,Adapt Information Technologies,Item,Opening balance,Taxable Sales,1,209000.00,,,,Opening balance,217-1617705693
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,21A-1617707816
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,HDD:4 TB Standard,"4 TB Seagate Barracuda Hard Drive
S/N WFN4B200	
        WFN4B35Z",Non,2,64000.00,HDD,AD,,,21A-1617707816
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,21A-1617707816
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,21A-1617707816
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,21A-1617707816
Invoice,2021-04-06,AS008832,EFL Headquarters (Pvt) Ltd,Item,Warranty 2 Years On Hard Drives,Taxable Sales,1,0,,AD,,,21A-1617707816
Invoice,2021-04-06,AS008833,Mrs. Aqeela Aboo (Paan Paan),Item,Item,Taxable Sales,1,0,,,,,27A-1618211431
Invoice,2021-04-06,AS008833,Mrs. Aqeela Aboo (Paan Paan),Accs,Acer Laptop Adaptor,Non,1,2750.00,,,,,27A-1618211431
Invoice,2021-04-06,AS008833,Mrs. Aqeela Aboo (Paan Paan),Item,Item,Taxable Sales,1,0,,,,,27A-1618211431
Invoice,2021-04-06,AS008833,Mrs. Aqeela Aboo (Paan Paan),Item,Item,Taxable Sales,1,0,,,,,27A-1618211431
Invoice,2021-04-06,AS008833,Mrs. Aqeela Aboo (Paan Paan),Item,6 Months Warranty,Taxable Sales,1,0,,,,,27A-1618211431
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,,,,281-1618211722
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Acronis:Acronis Cyber Backup 15,Acronis Cyber Backup 15 75GB Capacity Per Month,Non,1,6750.00,Acronis,,,,281-1618211722
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Item,(Rs.90/- Per GB),Taxable Sales,1,0,,,,,281-1618211722
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,,,,281-1618211722
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,,,,281-1618211722
Invoice,2021-04-06,AS008834,Supervision Technology (Pvt) Ltd,Item,From 7th April 2021 to 7th May 2021,Taxable Sales,1,0,,,,,281-1618211722
Invoice,2021-04-07,AS008835,WinSoft Technologies (Pvt)Ltd,Item,Item,Taxable Sales,1,0,,AS,,,289-1618211837
Invoice,2021-04-07,AS008835,WinSoft Technologies (Pvt)Ltd,HDD:8TB  ENT SATA,"8 TB Enterprise Hard Drive
S/N WSD0TWL7		
        WSD0TWGW",Non,2,96000.00,HDD,AS,,,289-1618211837
Invoice,2021-04-07,AS008835,WinSoft Technologies (Pvt)Ltd,Item,Item,Taxable Sales,1,0,,AS,,,289-1618211837
Invoice,2021-04-07,AS008835,WinSoft Technologies (Pvt)Ltd,Item,Item,Taxable Sales,1,0,,AS,,,289-1618211837
Invoice,2021-04-07,AS008835,WinSoft Technologies (Pvt)Ltd,Item,Warranty 3 Years On Hard Drives,Taxable Sales,1,0,,AS,,,289-1618211837
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Synology:RS1221RP+,"Synology NAS RS1221RP+ 8 Bay NAS
S/N 2110RXRCWCYGT",Non,1,471200.00,Synology,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,HDD:4TB Ent Toshiba,"4TB Enterprise Toshiba HDD
S/N  11IEKHGWFJKA	
         11IFKEDBFJKA	
         11IHKFPHFJKA	
         11IEKHH2FJKA	
         11IFKEDDFJKA	
         11IHKFPIFJKA",Non,6,188400.00,HDD,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Synology:2 U Sliding Rail Kit,2U Rail Kit,Non,1,0.00,Synology,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008836,Base Hp (Pvt) Ltd,Item,Warranty 3 Years On NAS Unit and Hard Drives,Taxable Sales,1,0,,A,0001,,290-1618212212
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Synology:DS1821+,"Synology NAS DS1821+ 8GB RAM 8Bay
S/N 20C0SKRCXAQ44",Non,1,221200.00,Synology,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,HDD:10 TB ENT SATA,"10TB Seagate Enterprise Hard Drive
S/N ZA2DW4MS	
        ZA2DW3A9",Non,2,148800.00,HDD,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,HDD:250GB  SATA SSD (860Evo),"250GB SSD Samsung
S/N S3Y9NX0N830584L
S/N S3Y9NX0N830589A",Non,2,34000.00,HDD,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Warranty 3 Years On NAS Unit and Hard Drives,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,Item,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-09,AS008837,Avian,Item,PO-D/21/0000017,Taxable Sales,1,0,,A,PO-D/21/0000017,,29B-1618212824
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Hardware Maintenance Agreement  for NAS,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,MA,RS2211RP+ Synology NAS With Hard Drives For Head Office,Non,1,206482.00,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,5 x 2TB Hard Drives,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Maintenance Contract,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,31st March 2021 to 30th March 2022,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,MA,RS3411RPxs Synology NAS With Hard Drives For Head Office,Non,1,224000.00,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,3 x 2TB Hard Drives,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Maintenance Contract,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,1st May 2021 To 30th April 2022,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,MA,RS212 Synology NAS With Hard Drive For Branches,Non,50,2034925.00,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,2 x 2TB Hard Drives,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Maintenance Contract,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,04th April 2021 To 03rd April 2022,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,MA,RS2416+ Synology NAS With Hard Drive For Head Office,Non,1,96800.00,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,5 x 1TB Hard Drives,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Maintenance Contract,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,31st October 2020 To 30th October 2021,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-12,AS008838,SRI LANKA INSURANCE CORPORATION LTD.,Item,Item,Taxable Sales,1,0,,AS,,,2B0-1618228644
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item,Item,Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Synology:DS920+,Synology NAS DS920+ 4 Bay NAS,Non,1,130935.00,Synology,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item,"S/N 2110SBR4M2BZX - Damaged	
S/N 2110SBRY6GK76 - New (16/04/2021)
",Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item,Item,Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,HDD:8 TB NAS,8 TB Seagate Ironwolf NAS Hard Drive,Non,2,122612.00,HDD,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item," S/N WRD0A6E8		
         WKD3HPTT		
",Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item,Item,Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-16,AS008839,Mr Michael Janz,Item,Warranty 3 Years on NAS & Hard Drive,Taxable Sales,1,0,,AS,,,2D7-1618572718
Invoice,2021-04-20,AS008840,Barclays Computers (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO-1007298,,323-1618902025
Invoice,2021-04-20,AS008840,Barclays Computers (Pvt) Ltd,Synology:DS220J,"Synology NAS DS220j 2 Bay NAS
S/N 20C0RKR2D2R05
        20C0RKR063RJS
",Non,2,70000.00,Synology,AS,PO-1007298,,323-1618902025
Invoice,2021-04-20,AS008840,Barclays Computers (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO-1007298,,323-1618902025
Invoice,2021-04-20,AS008840,Barclays Computers (Pvt) Ltd,Item,Warranty 2 Years On NAS Unit,Taxable Sales,1,0,,AS,PO-1007298,,323-1618902025
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,Item,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,MA,Extended Warranty  Agreement,Non,1,68900.00,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,Synology NAS RS815+,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,S/N 1750MRN224800,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,2 x 3TB NAS Hard Drive,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,"S/N Z6A0PKCZ, Z6A0PJHR",Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,Warranty 1 Year,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,Item,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008841,Ideal Finance Ltd,Item,New Expiry   : 27th  February 2022,Taxable Sales,1,0,,A,,,37A-1618978523
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,Item,Taxable Sales,1,0,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Synology:RS1221+,Synology  RS1221+   8Bay NAS,Non,1,270441.00,Synology,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,"S/N 2130RWR79CCRW	
",Taxable Sales,1,0,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,2 U Rail Kit,Taxable Sales,1,0.00,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,Item,Taxable Sales,1,0,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,Warranty 3 Years on NAS Unit,Taxable Sales,1,0,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008842,TYAX (PVT) LTD,Item,Item,Taxable Sales,1,0,,AD,TYAX/SL/2021/523,,3F8-1618985473
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Synology:RS1221+,"Synology  RS1221+  8Bay NAS 16GB RAM
S/N 6130RWRNB2WXX",Non,1,289000.00,Synology,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,HDD:4 TB NAS HDD,"4TB Seagate Ironwolf NAS Hard Drive
S/N ZDH9JVHG		
        3GY92JVR		
        ZGY8YHFA		
        ZDH9JNEC",Non,4,118400.00,HDD,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,HDD:WD 250SSD,"250GB SSD Cache Kit
S/N 1943B3449812		
        1943B3449804	",Non,2,34000.00,HDD,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Synology:2 U Sliding Rail Kit,2U Rail Kit,Non,1,0.00,Synology,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Labour Charges,Implementation & Configuration,Non,1,45000.00,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008843,ITX360 (Pvt) Ltd,Item,Warranty 3 Years On NAS Unit and Hard Drives,Taxable Sales,1,0,,A,472,,47B-1618988717
Invoice,2021-04-21,AS008844,Jon Trepte,Item,Item,Taxable Sales,1,0,,AS,,,48A-1618988950
Invoice,2021-04-21,AS008844,Jon Trepte,Synology:DS920+,"Synology NAS DS920+ 4 Bay NAS
S/N 2110SBRNM6MTA",Non,1,132200.00,Synology,AS,,,48A-1618988950
Invoice,2021-04-21,AS008844,Jon Trepte,Item,Item,Taxable Sales,1,0,,AS,,,48A-1618988950
Invoice,2021-04-21,AS008844,Jon Trepte,Item,Item,Taxable Sales,1,0,,AS,,,48A-1618988950
Invoice,2021-04-21,AS008844,Jon Trepte,Item,Warranty 3 Years On NAS Unit,Taxable Sales,1,0,,AS,,,48A-1618988950
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,Item,Item,Taxable Sales,1,0,,AS,,,494-1618989213
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,BDCOM:S1008,"BDCOM S1008 8 Port 10/100 BaseT Standard Switch
S/N G20001011344",Non,1,4000.00,BDCOM,AS,,,494-1618989213
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,Item,Item,Taxable Sales,1,0,,AS,,,494-1618989213
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,Item,Item,Taxable Sales,1,0,,AS,,,494-1618989213
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,Item,Warranty 2 Years On BDCOM Unit,Taxable Sales,1,0,,AS,,,494-1618989213
Invoice,2021-04-21,AS008845,LANKA COMMODITY BROKERS LTD,Item,Item,Taxable Sales,1,0,,AS,,,494-1618989213
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Synology:DS220J,"Synology NAS DS220j 2 Bay NAS
S/N 20C0RKRNT843Q",Non,1,34500.00,Synology,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,HDD:4TB Ent Toshiba,"4TB Enterprise Toshiba HDD
S/N 11IFKED6FJKA",Non,1,32500.00,HDD,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008846,Pretec Systems (Pvt) Ltd,Item,Warranty 2 Years On NAS Unit and 3 Years On Hard Drive,Taxable Sales,1,0,,AS,,,5EF-1619071645
Invoice,2021-04-22,AS008847,Adapt Information Technologies,Item,Item,Taxable Sales,1,0,,A,10626,,5F8-1619087307
Invoice,2021-04-22,AS008847,Adapt Information Technologies,HDD:6 TB WD RED,6 TB WD RED Hard Drive,Non,1,36500.00,HDD,A,10626,,5F8-1619087307
Invoice,2021-04-22,AS008847,Adapt Information Technologies,Item,"S/N   WX51D99AY31A		
",Taxable Sales,1,0,,A,10626,,5F8-1619087307
Invoice,2021-04-22,AS008847,Adapt Information Technologies,Item,Warranty 3 Years on Hard Drive,Taxable Sales,1,0,,A,10626,,5F8-1619087307
Invoice,2021-04-22,AS008848,Kandy General Hospital,Item,Item,Taxable Sales,1,0,,AS,,,60D-1619159257
Invoice,2021-04-22,AS008848,Kandy General Hospital,MA,Maintenance of Hospital Network,Non,1,885000.00,,AS,,,60D-1619159257
Invoice,2021-04-22,AS008848,Kandy General Hospital,Item,National Hospital Kandy,Taxable Sales,1,0,,AS,,,60D-1619159257
Invoice,2021-04-22,AS008848,Kandy General Hospital,Item,Item,Taxable Sales,1,0,,AS,,,60D-1619159257
Invoice,2021-04-22,AS008848,Kandy General Hospital,Item,For 3 Months (27th January 2021 to 26th April 2021),Taxable Sales,1,0,,AS,,,60D-1619159257
Invoice,2021-04-22,AS008849,Kandy General Hospital,Item,Item,Taxable Sales,1,0,,AS,,Invoice Cancelled - Adviced by Mrs. Ayesha,614-1619159486
